Patrimonio;Prefixo;Material;Operacao;Tipo;Subtipo;Unidade;Unidade Agrupadora;Estado;Acautelado Para
-;-;Lanterna Tática Tipo Cotovelo (Anti-Explosão);PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;inoperante;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;CBA II - Serrana;CBA II - Serrana;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;CBA II - Serrana;CBA II - Serrana;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;CBA II - Serrana;CBA II - Serrana;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/6 - Cordeiro;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 4/6 - Cantagalo;6º GBM - Nova Friburgo;deposito;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/6 - Cachoeiras de Macacu;6º GBM - Nova Friburgo;operando;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;PABM 1/6 - Santa Maria Madalena;6º GBM - Nova Friburgo;operando;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;PABM 1/6 - Santa Maria Madalena;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;PABM 1/6 - Santa Maria Madalena;6º GBM - Nova Friburgo;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Cantil;PLUVIAM;OPERACIONAL;Salvamento;PABM 1/6 - Santa Maria Madalena;6º GBM - Nova Friburgo;inoperante;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Luva De Vaqueta (Par) (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;imprestavel;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;PABM 1/6 - Santa Maria Madalena;6º GBM - Nova Friburgo;operando;-
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;PABM 1/6 - Santa Maria Madalena;6º GBM - Nova Friburgo;acautelado;Renovar cautela
-;-;Cinto Tático (Brec);PLUVIAM;OPERACIONAL;Equipamento de Proteção;PABM 1/6 - Santa Maria Madalena;6º GBM - Nova Friburgo;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;imprestavel;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/16 - Carmo;16º GBM - Teresópolis;operando;-
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;imprestavel;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/16 - Carmo;16º GBM - Teresópolis;inoperante;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/16 - Carmo;16º GBM - Teresópolis;imprestavel;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/16 - Carmo;16º GBM - Teresópolis;inoperante;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/16 - Carmo;16º GBM - Teresópolis;operando;-
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;DBM 1/16 - Carmo;16º GBM - Teresópolis;inoperante;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;operando;SUBTEN CAMPOS MENDES
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 1/16 - Carmo;16º GBM - Teresópolis;operando;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;operando;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Roupa Para Enchentes (Jardineira);PLUVIAM;OPERACIONAL;Equipamento de Proteção;DBM 2/15 - Itaipava;15º GBM - Petrópolis;imprestavel;-
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;6º GBM - Nova Friburgo;6º GBM - Nova Friburgo;operando;Renovar cautela
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Pá Quadrada Ou De Bico;PLUVIAM;OPERACIONAL;Fogo em Vegetação;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Protetor Auricular Tipo Plugue - Caixa Fechada;PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Cantil;PLUVIAM;OPERACIONAL;Salvamento;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
-;-;Capacete De Salvamento Terrestre (Laranja);PLUVIAM;OPERACIONAL;Equipamento de Proteção;15º GBM - Petrópolis;15º GBM - Petrópolis;acautelado;Renovar cautela
